Event_Title,Event_Date,Event_Location,fighterA,fighterB,kdA,kdB,end_time,method,round,STRa,STRb,SubA,SubB,TDa,TDb,weight
UFC 263: Adesanya vs. Vettori 2,12-Jun-21,"Glendale, Arizona, USA",Michal Oleksiejczuk,Sam Alvey,2,0,1:56,KO/TKO,1,22,3,0,0,0,0,Middleweight
UFC 263: Adesanya vs. Vettori 2,12-Jun-21,"Glendale, Arizona, USA",Bryan Battle,Takashi Sato,1,0,0:44,KO/TKO,1,7,2,0,0,0,0,Welterweight
UFC 263: Adesanya vs. Vettori 2,12-Jun-21,"Glendale, Arizona, USA",Cory McKenna,Miranda Granger,0,0,1:03,SUB,2,13,13,2,0,3,0,Women's Strawweight
UFC 263: Adesanya vs. Vettori 2,12-Jun-21,"Glendale, Arizona, USA",Mayra Bueno Silva,Stephanie Egger,0,0,1:17,SUB,1,4,8,1,0,0,1,Women's Bantamweight
UFC Fight Night: Rozenstruik vs. Sakai,5-Jun-21,"Las Vegas, Nevada, USA",Amanda Nunes,Julianna Pena,3,0,5:00,U-DEC,5,85,60,1,1,6,0,Women's Bantamweight
UFC Fight Night: Rozenstruik vs. Sakai,5-Jun-21,"Las Vegas, Nevada, USA",Brandon Moreno,Kai Kara-France,1,0,4:34,KO/TKO,3,58,53,0,0,0,1,Flyweight
UFC Fight Night: Rozenstruik vs. Sakai,5-Jun-21,"Las Vegas, Nevada, USA",Sergei Pavlovich,Derrick Lewis,1,0,0:55,KO/TKO,1,15,4,0,0,0,0,Heavyweight
UFC Fight Night: Rozenstruik vs. Sakai,5-Jun-21,"Las Vegas, Nevada, USA",Alexandre Pantoja,Alex Perez,0,0,1:31,SUB,1,8,10,1,0,1,0,Flyweight
UFC Fight Night: Rozenstruik vs. Sakai,5-Jun-21,"Las Vegas, Nevada, USA",Magomed Ankalaev,Anthony Smith,0,0,3:09,KO/TKO,2,46,18,0,0,0,0,Light Heavyweight
UFC Fight Night: Rozenstruik vs. Sakai,5-Jun-21,"Las Vegas, Nevada, USA",Alex Morono,Matthew Semelsberger,0,1,5:00,U-DEC,3,106,74,0,0,0,1,Welterweight
UFC Fight Night: Rozenstruik vs. Sakai,5-Jun-21,"Las Vegas, Nevada, USA",Drew Dober,Rafael Alves,1,0,1:30,KO/TKO,3,62,37,0,0,0,1,Lightweight
UFC Fight Night: Rozenstruik vs. Sakai,5-Jun-21,"Las Vegas, Nevada, USA",Hamdy Abdelwahab,Don'Tale Mayes,1,0,5:00,S-DEC,3,58,47,0,0,3,0,Heavyweight
UFC Fight Night: Rozenstruik vs. Sakai,5-Jun-21,"Las Vegas, Nevada, USA",Drakkar Klose,Rafa Garcia,0,0,5:00,U-DEC,3,61,34,0,0,2,3,Lightweight
UFC Fight Night: Rozenstruik vs. Sakai,5-Jun-21,"Las Vegas, Nevada, USA",Michael Morales,Adam Fugitt,2,0,1:09,KO/TKO,3,83,64,0,0,0,1,Welterweight
UFC Fight Night: Rozenstruik vs. Sakai,5-Jun-21,"Las Vegas, Nevada, USA",Joselyne Edwards,Ji Yeon Kim,0,0,5:00,S-DEC,3,101,78,0,0,1,0,Women's Bantamweight
UFC Fight Night: Rozenstruik vs. Sakai,5-Jun-21,"Las Vegas, Nevada, USA",Nicolae Negumereanu,Ihor Potieria,0,0,3:33,KO/TKO,2,51,38,0,0,2,0,Light Heavyweight
UFC Fight Night: Rozenstruik vs. Sakai,5-Jun-21,"Las Vegas, Nevada, USA",Orion Cosce,Blood Diamond,0,0,5:00,U-DEC,3,25,63,0,0,3,0,Welterweight
UFC Fight Night: Font vs. Garbrandt,22-May-21,"Las Vegas, Nevada, USA",Curtis Blaydes,Tom Aspinall,0,0,0:15,KO/TKO,1,4,3,0,0,0,0,Heavyweight
UFC Fight Night: Font vs. Garbrandt,22-May-21,"Las Vegas, Nevada, USA",Jack Hermansson,Chris Curtis,0,0,5:00,U-DEC,3,100,43,0,0,0,0,Middleweight
UFC Fight Night: Font vs. Garbrandt,22-May-21,"Las Vegas, Nevada, USA",Paddy Pimblett,Jordan Leavitt,0,0,2:46,SUB,2,17,16,4,0,1,3,Lightweight
UFC Fight Night: Font vs. Garbrandt,22-May-21,"Las Vegas, Nevada, USA",Nikita Krylov,Alexander Gustafsson,2,0,1:07,KO/TKO,1,26,5,0,0,0,0,Light Heavyweight
UFC Fight Night: Font vs. Garbrandt,22-May-21,"Las Vegas, Nevada, USA",Molly McCann,Hannah Goldy,1,0,3:52,KO/TKO,1,24,9,0,0,0,0,Women's Flyweight
UFC Fight Night: Font vs. Garbrandt,22-May-21,"Las Vegas, Nevada, USA",Volkan Oezdemir,Paul Craig,0,0,5:00,U-DEC,3,72,33,0,0,1,0,Light Heavyweight
UFC Fight Night: Font vs. Garbrandt,22-May-21,"Las Vegas, Nevada, USA",Ludovit Klein,Mason Jones,1,0,5:00,U-DEC,3,50,43,0,0,0,0,Lightweight
UFC Fight Night: Font vs. Garbrandt,22-May-21,"Las Vegas, Nevada, USA",Marc Diakiese,Damir Hadzovic,0,0,5:00,U-DEC,3,13,5,0,0,8,0,Lightweight
UFC Fight Night: Font vs. Garbrandt,22-May-21,"Las Vegas, Nevada, USA",Nathaniel Wood,Charles Rosa,0,0,5:00,U-DEC,3,97,51,0,1,1,2,Featherweight
UFC Fight Night: Font vs. Garbrandt,22-May-21,"Las Vegas, Nevada, USA",Jonathan Pearce,Makwan Amirkhani,0,0,4:10,KO/TKO,2,90,11,0,0,4,3,Featherweight
UFC Fight Night: Font vs. Garbrandt,22-May-21,"Las Vegas, Nevada, USA",Muhammad Mokaev,Charles Johnson,0,0,5:00,U-DEC,3,12,12,0,0,12,0,Flyweight
UFC Fight Night: Font vs. Garbrandt,22-May-21,"Las Vegas, Nevada, USA",Jai Herbert,Kyle Nelson,0,0,5:00,U-DEC,3,36,41,0,0,0,0,Lightweight
